This is a listing of tables and columns in the SEAD database in the form of a (semicolon seperated) CSV file. Note that all FKs (i.e. columns where is_sk equals YES) with name xyz_id references table tbl_xyz (plural form of tbl_xyz) having PK  (is_pk equals YES) xyz_id. All columns ending with "_id" are integers, starting with "is_" is boolean. Other columns you can treat as text (unless other type is ovious). It's an archealogical database. Could you suggest an ontology, with most significant entities, and create a proposed OBDA model?

```tsv
schema_name	entity_name	table_name	column_name	comment	is_pk	is_fk
public		tbl_sample_groups	method_id	Specifies the method of sample retrieval, such as 'Russian auger core' or 'pitfall traps'. Distinct from sampling context, this specifies the method used rather than the investigation type.	NO	YES
public		tbl_sample_groups	sample_group_description	Detailed description of the sample group, providing context and additional information.	NO	NO
public		tbl_sample_groups	sample_group_name	A unique identifier name for the sample group. For ceramics, this should be the vessel number.	NO	NO
public		tbl_sample_groups	sampling_context_id	Specifies the sampling context, providing contextual details about the sampling environment.	NO	YES
public		tbl_sample_groups	site_id	Specifies the site where the samples were collected, linking to additional site-specific information.	NO	YES
public		tbl_sample_horizons	horizon_id	Specifies the horizon details.	NO	YES
public		tbl_sample_horizons	physical_sample_id	Identifies the specific physical sample.	NO	YES
public	Sample Horizon	tbl_sample_horizons		Represents the specific soil layer from which a sample is collected.		
public		tbl_sample_horizons	sample_horizon_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_images	description	A brief description of the image content.	NO	NO
public		tbl_sample_images	image_location	The file path or URL where the image is stored.	NO	NO
public		tbl_sample_images	image_name	The name of the image file.	NO	NO
public		tbl_sample_images	image_type_id	Specifies the type of image (e.g., site photograph, lab image).	NO	YES
public	Sample Image	tbl_sample_images		Contains images related to samples, including site photographs, lab processing images, and microscope images.		
public		tbl_sample_images	sample_image_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_images	physical_sample_id	Identifies the specific physical sample.	NO	YES
public	Sample Location Type Sampling Context	tbl_sample_location_type_sampling_contexts		Gives the relationship between sample location types and their respective sampling contexts.		
public		tbl_sample_location_type_sampling_contexts	sample_location_type_sampling_context_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_location_type_sampling_contexts	sample_location_type_id	Specifies the unique identifier for a sample location type.	NO	YES
public		tbl_sample_location_type_sampling_contexts	sampling_context_id	Specifies the sampling context, providing contextual details about the sampling environment.	NO	YES
public		tbl_sample_location_types	location_type	The name or identifier of the sample location type.	NO	NO
public		tbl_sample_location_types	location_type_description	A detailed description of the sample location type.	NO	NO
public	Sample Location Type	tbl_sample_location_types		Categorizes the different types of sample locations used within the system.		
public		tbl_sample_location_types	sample_location_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_locations	location	The specific location description of the sample.	NO	NO
public		tbl_sample_locations	physical_sample_id	Identifies the specific physical sample.	NO	YES
public		tbl_sample_locations	sample_location_type_id	Specifies the type of the sample location.	NO	YES
public	Sample Location	tbl_sample_locations		Contains information about the locations of samples based on predefined types.		
public		tbl_sample_locations	sample_location_id	Primary key (automatically incremented).	YES	NO
public	Sample Note	tbl_sample_notes		Contains miscellaneous notes related to samples that do not belong in other tables, such as 'stored in a cellar until processing in 2020'.		
public		tbl_sample_notes	sample_note_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_notes	note	The content of the note.	NO	NO
public		tbl_sample_notes	note_type	The origin or category of the note, such as 'field note' or 'lab note'.	NO	NO
public		tbl_sample_notes	physical_sample_id	Identifies the specific physical sample.	NO	YES
public		tbl_sample_types	description	Detailed description of the sample type.	NO	NO
public	Sample Type	tbl_sample_types		Defines the physical form or category of a sample. This can include specific sub-samples related to the sampling method of a sample group, or general bulk samples. Examples include 'Core Subsample', 'Grab Sample', and 'Bulk (Bag) Sample'.		
public		tbl_sample_types	sample_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_types	type_name	The name or label of the sample type.	NO	NO
public	Season Type	tbl_season_types		Contains different categories of seasons.		
public		tbl_season_types	season_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_season_types	description	A detailed description of the season type.	NO	NO
public		tbl_season_types	season_type	The name or identifier of the season type.	NO	NO
public	Season	tbl_seasons		Contains information about different seasons and their associated months for categorizing activities.		
public		tbl_seasons	season_id	Primary key (automatically incremented).	YES	NO
public		tbl_seasons	season_name	Name of the season, e.g., Winter, Spring.	NO	NO
public		tbl_seasons	season_type	Descriptive category for the season, such as meteorological or astronomical.	NO	NO
public		tbl_seasons	season_type_id	Specifies the season type.	NO	YES
public		tbl_seasons	sort_order	Specifies the display order of seasons.	NO	NO
public	Site Image	tbl_site_images		Contains images related to a site, such as site photographs, aerial images, or location maps.		
public		tbl_site_images	site_image_id	Primary key (automatically incremented).	YES	NO
public		tbl_site_images	contact_id	Identifies the contact person or organization related to the site image.	NO	YES
public		tbl_site_images	credit	Acknowledgment or attribution for the image.	NO	NO
public		tbl_site_images	date_taken	The date on which the image was captured.	NO	NO
public		tbl_site_images	description	A brief description of the image content or context.	NO	NO
public		tbl_site_images	image_location	The file path or URL where the image is stored.	NO	NO
public		tbl_site_images	image_name	The filename or designated name of the image.	NO	NO
public		tbl_site_images	image_type_id	Specifies the image type classification.	NO	YES
public		tbl_site_images	site_id	Specifies the specific site.	NO	YES
public	Site Location	tbl_site_locations		Associates site identifiers with location names.		
public		tbl_site_locations	site_location_id	Primary key (automatically incremented).	YES	NO
public		tbl_site_locations	location_id	Specifies a location the site is located in.	NO	YES
public		tbl_site_locations	site_id	Specifies the specific site.	NO	YES
public	Site Coordinate	tbl_site_natgridrefs		Contains site coordinates using various national grid systems, such as the UK Ordnance Survey National Grid and Swedish SWEREF99. Each site may have coordinates in multiple grid systems (e.g., Swedish RT90 and SWEREF99TM).		
public		tbl_site_natgridrefs	site_natgridref_id	Primary key (automatically incremented).	YES	NO
public		tbl_site_natgridrefs	method_id	Specifies the coordinate system.	NO	YES
public		tbl_site_natgridrefs	natgridref	The national grid reference for the site.	NO	NO
public		tbl_site_natgridrefs	site_id	Specifies the specific site.	NO	YES
public		tbl_site_other_records	biblio_id	Specifies the publication that describes or mentions  site data is documented.	NO	YES
public		tbl_site_other_records	description	A brief description of the data not currently stored in SEAD.	NO	NO
public		tbl_site_other_records	record_type_id	Specifies the type of data (proxy) represented in this record.	NO	YES
public	Site Other Record	tbl_site_other_records		Contains information about data related to specific sites that is not currently stored in SEAD. Each record corresponds to a distinct proxy type, even if multiple proxies are linked to the same publication. Note that some of these datasets might be integrated into SEAD in the future. Requests for data submission can be directed to the SEAD project team.		
public		tbl_site_other_records	site_other_records_id	Primary key (automatically incremented).	YES	NO
public		tbl_site_other_records	site_id	Specifies the specific site.	NO	YES
public		tbl_site_preservation_status	assessment_author_contact_id	Identifier for the person or authority in tbl_contacts responsible for assessing the preservation status and threats.	NO	NO
public		tbl_site_preservation_status	assessment_type	Specifies the type of assessment conducted, such as a UNESCO report or archaeological survey, detailing preservation status and threats.	NO	NO
public		tbl_site_preservation_status	description	A brief overview of the site's preservation status or the threats it faces. This field is for information that does not fit into other specified columns.	NO	NO
public		tbl_site_preservation_status	Evaluation_date	The date on which the preservation status or threat assessment was conducted, whether formal or informal.	NO	NO
public	Site Preservation Status	tbl_site_preservation_status		Contains data on the preservation levels and threats to cultural heritage sites. Each record represents a unique preservation status or threat. This information was added at the request of PAN (Polar Archaeology Network) members to support the evaluation of threats to Arctic cultural heritage.		
public		tbl_site_preservation_status	site_preservation_status_id	Primary key (automatically incremented).	YES	NO
public		tbl_site_preservation_status	preservation_status_or_threat	A descriptive term for the preservation status (e.g., lost, damaged, threatened) or the primary cause of risk to the site (e.g., hydroelectric projects, oil exploitation, mining, forestry, climate change, erosion).	NO	NO
public		tbl_site_preservation_status	site_id	Specifies the site to allow multiple preservation status or threat records per site.	NO	YES
public		tbl_site_references	biblio_id	Specifies the publication that describes or mentions  the site.	NO	YES
public	Site Reference	tbl_site_references		Catalogs publications that describe or mention sites. Publications related to specific sample groups, physical samples, or datasets are documented at their respective hierarchical levels.		
public		tbl_site_references	site_reference_id	Primary key (automatically incremented).	YES	NO
public		tbl_site_references	site_id	Specifies the specific site.	NO	YES
public		tbl_sites	altitude	The altitude of the site in meters above sea level.	NO	NO
public	Site	tbl_sites		Records detailed information about each excavation or sampling location i.e. a defined location where samples have been collected through excavation.		
public		tbl_sites	site_id	Primary key (automatically incremented).	YES	NO
public		tbl_sites	latitude_dd	The latitude of the site in decimal degrees.	NO	NO
public		tbl_sites	longitude_dd	The longitude of the site in decimal degrees.	NO	NO
public		tbl_sites	national_site_identifier	A unique identifier assigned to the site by the national authority.	NO	NO
public		tbl_sites	site_description	A detailed description of the site's characteristics and significance.	NO	NO
public		tbl_sites	site_location_accuracy	Describes the accuracy of the site's location resolution, such as 'Nearest settlement', 'Lake', 'Bog', 'Ancient monument', or 'Approximate'.	NO	NO
public		tbl_sites	site_name	The official or commonly used name of the site.	NO	NO
public		tbl_sites	site_preservation_status_id	Specifies the preservation status of the site, indicating its current condition.	NO	YES
public		tbl_species_association_types	association_description	Detailed description of the association type.	NO	NO
public		tbl_species_association_types	association_type_name	Short name or label for the association type.	NO	NO
public	Species Association Type	tbl_species_association_types		Defines the permissible types of associations between species, such as 'predates on', 'is predated by', 'parasitic on', and 'parasitized by'.		
public		tbl_species_association_types	association_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_species_associations	associated_taxon_id	Identifier for the taxon related to the primary taxon (defined by taxon_id).	NO	YES
public		tbl_species_associations	association_type_id	Identifier for the type of relationship between the primary taxon and the associated taxon, noting the importance of association directionality (e.g., 'x preys on y').	NO	YES
public		tbl_species_associations	biblio_id	Specifies the publication that describes or mentions the species association.	NO	YES
public	Species Association	tbl_species_associations		Represents the relationships between different taxa, including interactions such as predation, parasitism, shared habitats, and synonym links. The directionality of the association (e.g., 'x preys on y') is crucial.		
public		tbl_species_associations	species_association_id	Primary key (automatically incremented).	YES	NO
public		tbl_species_associations	referencing_type	Type or method of reference used for the species association documentation.	NO	NO
public		tbl_species_associations	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxa_common_names	common_name	The common or vernacular name of the organism.	NO	NO
public		tbl_taxa_common_names	language_id	Specifies the language in which the common name is recorded.	NO	YES
public	Taxa Common Name	tbl_taxa_common_names		Stores vernacular or common names of organisms, such as 'bluebottle'.		
public		tbl_taxa_common_names	taxon_common_name_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_common_names	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxa_images	description	A brief description of the image content.	NO	NO
public		tbl_taxa_images	image_location	The URL or file path where the image is located.	NO	NO
public		tbl_taxa_images	image_name	The file name or title of the image.	NO	NO
public		tbl_taxa_images	image_type_id	Specifies the image type, indicating the format or category of the image.	NO	YES
public	Taxa Image	tbl_taxa_images		Contains references to images of taxa, stored either in external databases or available online.		
public		tbl_taxa_images	taxa_images_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_images	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxa_measured_attributes	attribute_measure	The specific measurement value of the attribute (e.g., 10.5 cm).	NO	NO
public		tbl_taxa_measured_attributes	attribute_type	The type of measurement being recorded (e.g., length, width).	NO	NO
public		tbl_taxa_measured_attributes	attribute_units	Units in which the measurement is recorded (e.g., cm, mm).	NO	NO
public		tbl_taxa_measured_attributes	data	Additional data related to the measurement, if applicable.	NO	NO
public	Taxa Measured Attribute	tbl_taxa_measured_attributes		Contains measurements related to the size of organisms, such as maximum length.		
public		tbl_taxa_measured_attributes	measured_attribute_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_measured_attributes	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxa_reference_specimens	contact_id	Identifies the contact person or organization responsible for the taxon reference specimen.	NO	YES
public	Taxa Reference Specimen	tbl_taxa_reference_specimens		Contains information on reference and type specimens used for the primary description of species.		
public		tbl_taxa_reference_specimens	taxa_reference_specimen_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_reference_specimens	notes	Additional information or remarks about the reference specimen.	NO	NO
public		tbl_taxa_reference_specimens	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxa_seasonality	activity_type_id	Specifies the type of activity or developmental stage.	NO	YES
public	Taxa Seasonality	tbl_taxa_seasonality		Contains information about the specific parts of the year (e.g., Winter, June) during which certain activities or developmental stages of taxa occur (e.g., adult stage from June to August).		
public		tbl_taxa_seasonality	seasonality_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_seasonality	location_id	Specifies the geographical location relevant to the seasonality data.	NO	YES
public		tbl_taxa_seasonality	season_id	Specifies the specific season or time of year.	NO	YES
public		tbl_taxa_seasonality	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxa_synonyms	author_id	Specifies the author related to the taxon synonym.	NO	YES
public	Taxa Synonym	tbl_taxa_synonyms		Contains alternative scientific names for taxa, along with primary references for their definition or usage.		
public		tbl_taxa_synonyms	biblio_id	Specifies the publication that describes or mentions then  taxon synonym.	NO	YES
public		tbl_taxa_synonyms	synonym_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_synonyms	family_id	Specifies the taxonomic family related to the taxon synonym.	NO	YES
public		tbl_taxa_synonyms	genus_id	Specifies the genus related to the taxon synonym.	NO	YES
public		tbl_taxa_synonyms	notes	Additional information relevant to the history or usage of the synonym.	NO	NO
public		tbl_taxa_synonyms	reference_type	Type of reference related to the synonym, such as usage, definition, or incorrect usage.	NO	NO
public		tbl_taxa_synonyms	synonym	The synonym at the specified taxonomic level. A separate record is used for different taxonomic levels when names differ from the master list.	NO	NO
public		tbl_taxa_synonyms	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxa_tree_authors	author_name	The name of the authority related to the species or synonym.	NO	NO
public	Taxa Authority	tbl_taxa_tree_authors		Specifies authoritative information for species names or synonyms.		
public		tbl_taxa_tree_authors	author_id	Primary key (automatically incremented).	YES	NO
public	Taxonomic Family	tbl_taxa_tree_families		Specifies information about taxonomic families.		
public		tbl_taxa_tree_families	family_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_tree_families	family_name	Name of the taxonomic family.	NO	NO
public		tbl_taxa_tree_families	order_id	Specifies the taxonomic order this family belongs to.	NO	YES
public	Taxonomic Genera	tbl_taxa_tree_genera		Contains taxonomic genera information.		
public		tbl_taxa_tree_genera	genus_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_tree_genera	family_id	Specifies the taxonomic family.	NO	YES
public		tbl_taxa_tree_genera	genus_name	Name of the genus.	NO	NO
public		tbl_taxa_tree_master	author_id	Specifies the author of the taxonomic classification.	NO	YES
public		tbl_taxa_tree_master	genus_id	Specifies the genus related to this taxon.	NO	YES
public	Taxa	tbl_taxa_tree_master		Represents the finest level of taxonomic classification, typically at the species level. It may also include designations such as 'sp.' for an unspecified single species, 'spp.' for multiple unspecified species, 'grp' for taxonomic groups, or split identifications (e.g., x/y), along with other cases depending on the taxonomic context.		
public		tbl_taxa_tree_master	taxon_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_tree_master	species	Name of the species or designation for unspecified species (e.g., 'sp.', 'spp.').	NO	NO
public	Taxa Tree Order	tbl_taxa_tree_orders		Represents the taxonomic order level within the taxonomic hierarchy.		
public		tbl_taxa_tree_orders	order_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxa_tree_orders	order_name	The name of the taxonomic order.	NO	NO
public		tbl_taxa_tree_orders	record_type_id	Specifies the record type, indicating the type of taxonomic record.	NO	YES
public		tbl_taxa_tree_orders	sort_order	Specifies the display order of taxonomic orders.	NO	NO
public	Taxonomic Order	tbl_taxonomic_order		Contains taxonomic codes for organizing species within a taxonomic hierarchy or referencing external database systems (e.g., GBIF, Artdatabanken).		
public		tbl_taxonomic_order	taxonomic_order_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxonomic_order	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxonomic_order	taxonomic_code	Unique code representing the taxonomic classification.	NO	NO
public		tbl_taxonomic_order	taxonomic_order_system_id	Specifies the taxonomic ordering system.	NO	YES
public		tbl_taxonomic_order_biblio	biblio_id	Specifies the publication that describes or mentions  the taxon synonym.	NO	YES
public	Taxonomic Order Reference	tbl_taxonomic_order_biblio		Contains bibliographic references related to the taxonomic ordering or numbering systems. Multiple references may be associated.		
public		tbl_taxonomic_order_biblio	taxonomic_order_biblio_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxonomic_order_biblio	taxonomic_order_system_id	Specifies the the taxonomic order system.	NO	YES
public	Taxonomic Order System	tbl_taxonomic_order_systems		Contains different taxonomic order systems, which provide unique and name-independent identifiers for taxa. It facilitates mapping across various systems, enhancing interoperability between databases.		
public		tbl_taxonomic_order_systems	taxonomic_order_system_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxonomic_order_systems	system_description	Gives a detailed description of the taxonomic order system.	NO	NO
public		tbl_taxonomic_order_systems	system_name	The name of the taxonomic order system.	NO	NO
public		tbl_taxonomy_notes	biblio_id	Specifies the publication that describes or mentions  the taxonomy note.	NO	YES
public	Taxonomy Note	tbl_taxonomy_notes		Contains general notes on taxa, primarily regarding identification issues (e.g., potential confusion with similar taxa), and may include references and image links.		
public		tbl_taxonomy_notes	taxonomy_notes_id	Primary key (automatically incremented).	YES	NO
public		tbl_taxonomy_notes	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_taxonomy_notes	taxonomy_notes	Detailed notes about the taxon, including identification tips and relevant references.	NO	NO
public		tbl_temperatures	d180_gisp2	Isotopic oxygen-18 data from the Greenland Ice Sheet Project 2, used for paleotemperature reconstructions.	NO	NO
public	Temperature	tbl_temperatures		Contains temperature-related data with historical context, particularly focusing on isotopic measurements and their corresponding age.		
public		tbl_temperatures	record_id	Primary key (automatically incremented).	YES	NO
public		tbl_temperatures	years_bp	The age of the sample in years before present, providing a temporal context for the data.	NO	NO
public		tbl_tephra_dates	analysis_entity_id	Identifies the specific analysis entity associated with this record.	NO	YES
public	Tephra Date	tbl_tephra_dates		Records tephrachronology-based sample dates, including associated uncertainties and additional notes.		
public		tbl_tephra_dates	tephra_date_id	Primary key (automatically incremented).	YES	NO
public		tbl_tephra_dates	dating_uncertainty_id	Specifies the uncertainty category related to the dating method used.	NO	YES
public		tbl_tephra_dates	notes	Optional field for additional information or comments related to the tephra date.	NO	NO
public		tbl_tephra_dates	tephra_id	Specifies the the specific tephra layer related to the date.	NO	YES
public		tbl_tephra_refs	biblio_id	Specifies the publication that describes or mentions  the tephra layer.	NO	YES
public	Tephra Reference	tbl_tephra_refs		Contains bibliographic information related to the identification and description of tephra layers (volcanic ash deposits).		
public		tbl_tephra_refs	tephra_ref_id	Primary key (automatically incremented).	YES	NO
public		tbl_tephra_refs	tephra_id	Specifies the specific tephra layer.	NO	YES
public		tbl_tephras	c14_age	Radiocarbon age of the tephra layer.	NO	NO
public		tbl_tephras	c14_age_older	Upper limit of the radiocarbon age range.	NO	NO
public		tbl_tephras	c14_age_younger	Lower limit of the radiocarbon age range.	NO	NO
public		tbl_tephras	cal_age	Calibrated age of the tephra layer.	NO	NO
public		tbl_tephras	cal_age_older	Upper boundary of the calibrated age range.	NO	NO
public		tbl_tephras	cal_age_younger	Lower boundary of the calibrated age range.	NO	NO
public	Tephra	tbl_tephras		Details of volcanic tephra layers, including their age estimates (e.g., Hekla 1984).		
public		tbl_tephras	notes	Additional information or remarks about the tephra layer.	NO	NO
public		tbl_tephras	tephra_id	Primary key (automatically incremented).	YES	NO
public		tbl_tephras	tephra_name	Name of the tephra layer, such as a specific volcanic event.	NO	NO
public		tbl_text_biology	biblio_id	Specifies the publication detailing the biological information.	NO	YES
public		tbl_text_biology	biology_text	Descriptive text providing ecological, habitat, or behavioral details.	NO	NO
public	Text Biology	tbl_text_biology		Contains ecological, habitat, and behavioral information for various taxa, along with references to their sources, such as 'in hollows on old oaks.'		
public		tbl_text_biology	biology_id	Primary key (automatically incremented).	YES	NO
public		tbl_text_biology	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_text_distribution	biblio_id	Specifies the publication that describes or mentions the distribution.	NO	YES
public		tbl_text_distribution	distribution_text	Textual description of the taxon's distribution.	NO	NO
public	Text Distribution	tbl_text_distribution		Contains descriptive distribution information for taxa, along with references to the source publications. For example, 'Scandinavia north of Tromsø, British Isles - rare.'		
public		tbl_text_distribution	distribution_id	Primary key (automatically incremented).	YES	NO
public		tbl_text_distribution	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_text_identification_keys	biblio_id	Specifies the publication that describes or mentions  the identification key.	NO	YES
public		tbl_text_identification_keys	key_text	Text description of the identification key.	NO	NO
public	Text Identification Key	tbl_text_identification_keys		Stores identification key extracts along with their bibliographic sources.		
public		tbl_text_identification_keys	key_id	Primary key (automatically incremented).	YES	NO
public		tbl_text_identification_keys	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_units	description	Gives a detailed explanation or description of the measurement unit.	NO	NO
public	Unit	tbl_units		Specifies definitions of measurement units (e.g., mm for millimeters).		
public		tbl_units	unit_id	Primary key (automatically incremented).	YES	NO
public		tbl_units	unit_abbrev	The abbreviation of the measurement unit (e.g., 'mm' for millimeters).	NO	NO
public		tbl_units	unit_name	The full name of the measurement unit (e.g., 'millimeters').	NO	NO
public		tbl_value_classes	description	Provides details about the value class.	NO	NO
public		tbl_value_classes	method_id	Links to the method associated with the value class.	NO	YES
public		tbl_value_classes	name	The name of the value class.	NO	NO
public		tbl_value_classes	parent_id	References a parent value class for hierarchical structuring.	NO	YES
public	Value Classe	tbl_value_classes		Specifies a value class describing e.g. a data column		
public		tbl_value_classes	value_class_id	Primary key (automatically incremented).	YES	NO
public		tbl_value_classes	value_type_id	 Identifies the type of value associated with the class.	NO	YES
public		tbl_value_qualifier_symbols	cardinal_qualifier_id	Specifies cardinal (base) qualifier id.	NO	YES
public		tbl_value_qualifier_symbols	symbol	The textual representation of the qualifier (e.g. '>', '<' etc.).	NO	NO
public	Value Qualifier Symbol	tbl_value_qualifier_symbols		Specifies alternative symbols for value qualifiers		
public		tbl_value_qualifier_symbols	qualifier_symbol_id	Primary key (automatically incremented).	YES	NO
public		tbl_value_qualifiers	description	Additional details about the qualifier.	NO	NO
public		tbl_value_qualifiers	symbol	The textual representation of the qualifier (e.g. '>', '<' etc.).	NO	NO
public	Value Qualifier	tbl_value_qualifiers		List of base value qualifiers such as '>', '<' etc		
public		tbl_value_qualifiers	qualifier_id	Primary key (automatically incremented).	YES	NO
public		tbl_value_type_items	description	Additional details about the category value.	NO	NO
public		tbl_value_type_items	name	The name of the category value.	NO	NO
public	Value Type Item	tbl_value_type_items		Defines individual category values if value type is categorical		
public		tbl_value_type_items	value_type_item_id	Primary key (automatically incremented).	YES	NO
public		tbl_value_type_items	value_type_id	Links to the associated value type item belongs to.	NO	YES
public		tbl_value_types	base_type	The fundamental data type (e.g., integer, text).	NO	NO
public		tbl_value_types	data_type_id	SEAD data type the value type is associated to.	NO	YES
public		tbl_value_types	description	Additional details about the value type.	NO	NO
public		tbl_value_types	name	The name of the value type.	NO	NO
public		tbl_value_types	precision	Specifies the level of precision for numerical values.	NO	NO
public		tbl_value_types	unit_id	Links to the associated unit of measurement.	NO	YES
public	Value Type	tbl_value_types		Specifies actual type of values belonging to a value class		
public		tbl_value_types	value_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_years_types	description	A detailed explanation of the year type.	NO	NO
public	Year Type	tbl_years_types		Contains the names and descriptions of different types of years used for dating, such as radiocarbon or calendar years.		
public		tbl_years_types	years_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_years_types	name	The name of the year type, e.g., 'Radiocarbon', 'Calendar'.	NO	NO
